Project_ID,Project_Type,Target_Cost_INR,Actual_Cost_INR,Cost_Overrun_Percent,Target_Duration_Days,Actual_Duration_Days,Timeline_Overrun_Days,Project_Start_Date,Project_End_Date_Planned,Project_End_Date_Actual,Voltage_Level_kV,Line_Length_km,Number_of_Bays,Terrain_Complexity_Index,Environmental_Impact_Severity,Forest_Land_Required_Ha,Num_Required_Permits,Average_Permit_Lag_Days,Right_of_Way_Delay_Severity,Regulatory_Hotspot_Region,Labour_Cost_Estimate_INR,Material_Cost_Estimate_INR,Num_Skilled_Workers_Required,Vendor_Performance_Rating,Num_Vendor_Change_Events,Material_Availability_Issue,Annual_Rainfall_mm,Num_Extreme_Weather_Days,Commodity_Price_Index_Start,Commodity_Price_Change_During_Project,Historical_Local_Delay_Index,Escalation_Reason_Material,Escalation_Reason_Regulatory,Escalation_Reason_Manpower,Qualitative_Risk_Score,Year,Cost_Per_km_Cr,Duration_Efficiency,Risk_Flag
Hapur-Tiruchirappalli Cross-Border Transmission Line 220kV Phase-I_05018,Cross-Border Transmission Line,7736288590.16259,9964086918.27831,28.7967324661152,972,1064,92,2016-09-04,2019-05-04,2019-08-04,220,138.7,9,Moderate,High,16.1536,12,136.5,High,Odisha,5579792841.1,37030021649.13,1868,7,0,1,1598,27,106.3,0.2,3.3,0,1,0,2,2016-17,33.72,0.914,0
Healthcare Project Pondicherry_05019,CSR - Healthcare,203701714.191417,529402630.367716,159.891102276262,226,728,502,2021-08-10,2022-03-24,2023-08-08,220,0,0,Low (Plain),Very High,0,4,57.6,Low,Assam,84507795.83,334930743.26,25,3,4,1,1928,25,117.5,4,3.3,1,1,1,9,2021-22,0,0.31,1
TBCB Subsidiary Jabalpur_05020,TBCB Subsidiary,2327649294.31546,3678999666.13529,58.0564423996378,942,1013,71,2019-09-02,2022-04-01,2022-06-11,765,190.7,6,Medium (Plateau),Low,21.6109,5,15.4,Moderate,Himachal Pradesh,1489392510.38,7208243401.38,961,7.4,1,0,1260,25,98.7,7.4,2.8,0,1,1,2,2019-20,5.1,0.93,0
TBCB Subsidiary Jabalpur_05020,TBCB Subsidiary,2327649294.31546,3678999666.13529,58.0564423996378,942,1013,71,2019-09-02,2022-04-01,2022-06-11,400,190.7,6,Medium (Plateau),Low,21.6109,5,15.4,Moderate,Himachal Pradesh,1489392510.38,7208243401.38,961,7.4,1,0,1260,25,98.7,7.4,2.8,0,1,1,2,2019-20,5.1,0.93,0
Srinagar 400/220kV GIS Substation_05021,Substation,12206472843.8286,14285556841.1325,17.0326352575723,290,290,0,2017-02-03,2017-11-20,2017-11-20,400,0,51,Low (Plains),High,0,13,67.4,Moderate,Assam,11563501336.35,51565603127.02,3000,4.6,2,1,1546,25,101.5,4.5,3.5,1,0,1,8,2017-18,0,1,1
Srinagar 400/220kV GIS Substation_05021,Substation,12206472843.8286,14285556841.1325,17.0326352575723,290,290,0,2017-02-03,2017-11-20,2017-11-20,220,0,51,Low (Plains),High,0,13,67.4,Moderate,Assam,11563501336.35,51565603127.02,3000,4.6,2,1,1546,25,101.5,4.5,3.5,1,0,1,8,2017-18,0,1,1
Education Project Karnal_05022,CSR - Education,89597481.9348001,250797355.008823,179.915628869266,190,959,769,2021-04-06,2021-10-13,2023-11-21,220,0,0,Very High (Hilly),Low,13.4232,15,72.5,Moderate,Gujarat,32199188.37,138990421.17,25,5.3,2,0,625,7,95.2,6.2,2.2,0,0,1,10,2021-22,0,0.198,1
Varanasi-Rajkot Transmission System 220kV_05023,Transmission System,7842999301.50967,9708730182.33991,23.7884871476544,706,749,43,2016-10-06,2018-09-12,2018-10-25,220,61.4,35,Low (Desert),Moderate,0,9,44.7,Moderate,Tamil Nadu,8355300016.8,31369640776.18,2773,7.1,0,0,943,15,103.1,4.8,3.5,0,0,0,6,2016-17,56.05,0.943,0
Mohali-Pondicherry Transmission Line 400kV_05024,Transmission Line (D/C),8514281490.92469,10940700333.2945,28.4982220162221,811,825,14,2013-01-28,2015-04-19,2015-05-03,400,209,4,Low (Desert),Low,0,4,25.9,Low,Karnataka,10901535958.82,40015446012.08,3000,7.6,0,0,1230,31,99.7,4.3,3.1,0,0,0,3,2013-14,25.65,0.983,0
Rural Development Project Nagpur_05025,CSR - Rural Development,243332380.876597,521927991.300856,114.491794894139,577,1090,513,2009-05-12,2010-12-10,2012-05-06,400,0,0,Low (Desert),Medium,0,9,56.6,Low,Bihar,71714891.03,396162669.36,27,4.2,0,1,1100,7,108.5,8.3,3.8,0,0,1,2,2009-10,0,0.529,1
Rural Development Project Nagpur_05025,CSR - Rural Development,243332380.876597,521927991.300856,114.491794894139,577,1090,513,2009-05-12,2010-12-10,2012-05-06,220,0,0,Low (Desert),Medium,0,9,56.6,Low,Bihar,71714891.03,396162669.36,27,4.2,0,1,1100,7,108.5,8.3,3.8,0,0,1,2,2009-10,0,0.529,1
Gurgaon-Mumbai Transmission System 220kV Phase-I_05026,Transmission System (TBCB),8246222457.32211,9213950198.9462,11.7354066863041,717,782,65,2017-12-21,2019-12-08,2020-02-11,220,35.5,14,Low (Urban),Low,0,8,69.3,Moderate,Madhya Pradesh,6317172085.44,30237637363.79,2597,7.5,0,0,865,10,115.4,0.5,3.2,0,0,1,3,2017-18,105.74,0.917,0
Thiruvananthapuram-Udaipur Transmission Line 400kV_05027,Transmission Line (D/C),11039017805.1102,14905412769.5674,35.0248095683593,874,979,105,2017-09-01,2020-01-23,2020-05-07,400,293.3,3,Low (Plains),Moderate,0,8,64.6,Low,Maharashtra,8249223160.13,52745185264.85,3000,3.8,3,0,1337,26,111.7,17.1,1.6,0,0,0,8,2017-18,32.02,0.893,1
Kochi-Jalandhar Transmission System 400kV Phase-II_05028,Transmission System,44866767515.2017,34756669451.8446,-22.5336003088068,636,702,66,2018-04-04,2019-12-31,2020-03-06,400,1131.2,34,Low (Plains),Moderate,0,40,129.9,Medium,Madhya Pradesh,48047924885.64,255444841337.38,3000,7.3,0,1,1044,15,118.1,11.3,1.8,1,1,1,8,2018-19,30.78,0.906,0
Cuttack 765kV GIS Substation_05029,Substation,4297143793.17592,5526497417.1927,28.6086219867497,270,127,-143,2021-04-27,2022-01-22,2021-09-01,765,0,19,Low (Plains),Low,0,12,41.7,Moderate,Western Region,2936730295.96,17725487348.91,1070,7,1,0,998,5,112.7,2.5,1.4,0,1,0,2,2021-22,0,2.126,0
Haridwar 400/220kV GIS Substation_05030,Substation,10026727848.8953,11527419703.5157,14.9669152014108,687,662,-25,2021-04-12,2023-02-28,2023-02-03,400,0,20,Low (Plain),High,0,16,97.4,Moderate,Gujarat,9500958555.04,45432436611.59,3000,7.2,0,0,572,16,112,11.6,1.5,0,1,0,2,2021-22,0,1.038,0
Haridwar 400/220kV GIS Substation_05030,Substation,10026727848.8953,11527419703.5157,14.9669152014108,687,662,-25,2021-04-12,2023-02-28,2023-02-03,220,0,20,Low (Plain),High,0,16,97.4,Moderate,Gujarat,9500958555.04,45432436611.59,3000,7.2,0,0,572,16,112,11.6,1.5,0,1,0,2,2021-22,0,1.038,0
Education Project Mohali_05031,CSR - Education,254473551.638252,648029367.864394,154.654899769546,324,216,-108,2016-02-03,2016-12-23,2016-09-06,400,0,0,Medium (Plateau),Moderate,5.1989,8,58.4,Moderate,Uttarakhand,69788151.89,473326370.98,25,4.8,0,0,1616,23,119.4,11.9,3,0,0,0,2,2016-17,0,1.5,1
Jamnagar-Kota Transmission Line 132kV_05032,Transmission Line,913753447.613748,1747656273.56299,91.2612508469289,694,580,-114,2021-12-09,2023-11-03,2023-07-12,132,80.9,8,Moderate,Low,10.9475,8,46.4,Low,Andhra Pradesh,612336951.97,2222891566.08,241,5.5,0,0,864,16,97.2,8.4,2.4,0,0,0,3,2021-22,5.45,1.197,1
Communication System Maharashtra_05033,Communication System,216223656.464338,523452147.975483,142.088287902862,394,519,125,2020-02-20,2021-03-20,2021-07-23,400,196.4,0,Low (Desert),Moderate,0,10,45.3,Low,Maharashtra,71129933.15,367507799.24,359,7.7,1,0,1057,14,105.8,6.4,2.4,0,1,0,5,2020-21,0.23,0.759,0
Khetri 765kV GIS Substation_05034,Substation,15813432619.1121,19570288517.7542,23.7573712749851,515,610,95,2022-02-03,2023-07-03,2023-10-06,765,0,33,Low (Plain),Moderate,0,17,81,Moderate,Gujarat,16669456650.52,73641961330.77,3000,7.4,2,0,759,10,103.9,7.8,1.7,0,1,1,7,2022-23,0,0.844,0
Dhanbad-Luck0w Transmission System 220kV_05035,Transmission System,6401941201.36984,7267680028.56055,13.5230674565625,731,773,42,2018-05-23,2020-05-23,2020-07-04,220,759.6,18,Low (Coastal),High,0,8,34.3,Medium,Gujarat,5970278108.15,21873222140.77,2761,8,1,1,722,14,118.8,13.1,1.8,0,1,0,1,2018-19,4,0.946,0
Education Project Indore_05036,CSR - Education,373059152.360007,887969975.274734,138.023908449197,371,753,382,2016-03-08,2017-03-14,2018-03-31,765,0,0,Low (Plain),Low,0,7,32.8,Low,Madhya Pradesh,144081022.5,774072345.73,56,3.5,2,0,835,18,102.2,6.7,1.2,0,0,1,9,2016-17,0,0.493,1
Education Project Indore_05036,CSR - Education,373059152.360007,887969975.274734,138.023908449197,371,753,382,2016-03-08,2017-03-14,2018-03-31,400,0,0,Low (Plain),Low,0,7,32.8,Low,Madhya Pradesh,144081022.5,774072345.73,56,3.5,2,0,835,18,102.2,6.7,1.2,0,0,1,9,2016-17,0,0.493,1
Tiruchirappalli-Kota Transmission Line 765kV_05037,Transmission Line (D/C),29650641877.8736,28072087614.3926,-5.32384516322741,463,460,-3,2015-04-27,2016-08-02,2016-07-30,765,454.5,5,High (Hilly),Medium,159.7144,34,141.5,Low,Uttar Pradesh,24441400714.93,143427710385.83,3000,7.5,0,0,1162,18,116.8,8.7,2.4,0,1,1,6,2015-16,44.12,1.007,1
Firozabad-Gwalior Transmission System 400kV_05038,Transmission System (TBCB),7146789449.4956,9980091760.82385,39.6444072034081,1425,1705,280,2016-11-17,2020-10-12,2021-07-19,400,245.9,44,Low (Plains),Medium,0,12,55,Low,Uttar Pradesh,4679556942.16,21436655553.82,2039,8.2,0,0,1126,10,119.7,7.4,2.3,1,0,1,6,2016-17,11.37,0.836,1
Delhi-Unnao Transmission System 220kV_05039,Transmission System,27526904552.1605,29051432380.6212,5.53831915816015,1184,1110,-74,2015-01-24,2018-04-22,2018-02-07,220,325.7,35,Moderate (Hilly),Moderate,58.7221,35,192,Very High,Telangana,28517179947.99,163033007509.71,3000,9.5,1,0,853,9,110.9,5.6,2.3,0,1,1,1,2015-16,58.98,1.067,0
Gandhinagar-Amritsar Transmission System 220kV_05040,Transmission System,35030012731.7273,34373382646.5933,-1.874478579733,1745,1640,-105,2024-08-21,2029-06-01,2029-02-16,220,1016.3,18,Moderate (Hilly),Moderate,135.8256,37,119.4,Medium,Bihar,44301766731.24,160949673907.41,3000,4.2,1,1,1406,18,114.9,9.8,3,1,1,1,8,2024-25,31.05,1.064,1
Luck0w-Kolhapur Transmission System 220kV Phase-I_05041,Transmission System (TBCB),21160637947.7256,25686036869.9249,21.3859285971369,541,589,48,2020-08-01,2022-01-24,2022-03-13,220,13.3,21,Moderate,Moderate,1.9894,21,174.2,High,Assam,16937890111.87,111933735962.35,3000,7.2,2,0,1582,26,98.5,18.6,4.4,0,1,1,6,2020-21,1120.51,0.919,0
Transmission Project SPV Madurai_05042,Transmission Project SPV,579889483.14295,1317139814.50677,127.136351459245,812,833,21,2020-12-27,2023-03-19,2023-04-09,220,279.1,5,Very High (Hilly),Medium,112.7699,19,99.2,Low,Madhya Pradesh,292182867.2,1240170954.16,628,6.9,1,0,775,9,114.3,-1.8,2,1,1,0,2,2020-21,0.56,0.975,0
Agra-Bina Transmission Line 132kV_05043,Transmission Line,6962752541.30161,9875218521.53988,41.8292329500742,605,607,2,2022-10-21,2024-06-17,2024-06-19,132,154,2,Medium (Undulating),Moderate,43.4221,11,72.1,Low,Maharashtra,6536706147.27,25444253236.4,1595,7.8,0,0,1066,13,118.9,7.1,2.8,0,0,1,1,2022-23,22,0.997,0
Amritsar 400kV GIS Substation_05044,Substation,1075911854.99023,1883480498.77147,75.0589967045748,824,886,62,2024-02-16,2026-05-20,2026-07-21,400,0,11,Low (Plain),Medium,0,6,15,High,0rthern Region,479973034.82,2430012683.23,182,7.1,0,0,977,19,112.2,3.2,2.6,0,1,0,2,2024-25,0,0.93,0
Kochi-Sambalpur Transmission System 132kV Phase-IV_05045,Transmission System,12862576489.7149,13942986298.456,8.3996375812033,1085,1085,0,2020-09-20,2023-09-10,2023-09-10,132,125.7,31,Low (Plains),Moderate,0,16,78.3,Low,Arunachal Pradesh,13207299688.85,70251567928.88,3000,7.7,2,1,2103,32,111.7,4.5,3.6,0,0,1,9,2020-21,69.45,1,0
Joint Venture Project Kochi_05046,Joint Venture Project,20907253120.0799,24438215951.8941,16.8886979630189,2142,2165,23,2022-01-01,2027-11-13,2027-12-06,400,759.7,5,Low (Plain),Medium,0,18,141.7,High,Punjab,27152326951.93,112440947820.53,3000,7.8,2,0,330,13,112.8,10.9,2.2,0,1,1,6,2022-23,21.01,0.989,0
Udaipur-Bilaspur Transmission System 400kV_05047,Transmission System,3852218967.72328,5076370663.04201,31.7778326096093,1703,1703,0,2018-01-04,2022-09-03,2022-09-03,400,1373.5,44,Low (Coastal),Very High,0,7,23.4,Low,Rajasthan,1751137947.6,10843524438.39,2618,6.9,1,0,257,10,111.1,10,2.6,1,0,0,4,2018-19,1.01,1,0
Purnea-Jharsuguda Transmission System 220kV_05048,Transmission System,16026387511.1392,19966737042.3757,24.5866358123298,712,610,-102,2015-05-03,2017-04-14,2017-01-02,220,102.8,16,Medium (Undulating),Low,18.2235,16,72.3,Moderate,Andhra Pradesh,17084982166.33,77294930818.46,2960,3.5,2,1,888,11,116.7,3.7,2.7,1,1,1,3,2015-16,131.2,1.167,1
Joint Venture Project Hubli_05049,Joint Venture Project,26149630062.1241,27914831769.1473,6.75038883085391,1186,1214,28,2010-10-22,2014-01-20,2014-02-17,765,1911.1,7,Moderate,Moderate,385.5632,29,102.1,Moderate,Karnataka,19530277022.87,130714258875.27,3000,7.7,0,0,1104,7,117.9,2.1,2.2,0,1,1,7,2010-11,8.34,0.977,0
Joint Venture Project Hubli_05049,Joint Venture Project,26149630062.1241,27914831769.1473,6.75038883085391,1186,1214,28,2010-10-22,2014-01-20,2014-02-17,400,1911.1,7,Moderate,Moderate,385.5632,29,102.1,Moderate,Karnataka,19530277022.87,130714258875.27,3000,7.7,0,0,1104,7,117.9,2.1,2.2,0,1,1,7,2010-11,8.34,0.977,0
Unnao-Jabalpur Transmission System 33kV Phase-I_05050,Transmission System,16575696106.5203,18434654890.1309,11.2149666093317,505,485,-20,2017-02-21,2018-07-11,2018-06-21,33,249.1,31,Low (Coastal),Low,0,23,144.3,Very High,Maharashtra,16599751105.83,88841009206.84,3000,4.4,0,0,1250,23,103.8,3.9,2.2,1,1,1,10,2017-18,59.01,1.041,1
Surat 400kV GIS Substation_05051,Substation,2848009600.85882,3942777345.71566,38.4397490979915,636,567,-69,2016-12-13,2018-09-10,2018-07-03,400,0,32,High (Hilly),Low,10.2693,10,81,Medium,Madhya Pradesh,1916334482.72,9029525988.91,558,8.3,2,1,1036,17,117.5,8.6,2.7,1,1,0,1,2016-17,0,1.122,0
Bokaro 220kV GIS Substation_05052,Substation,10090479781.2982,11452966178.8256,13.5026919141414,850,736,-114,2013-09-05,2016-01-03,2015-09-11,220,0,27,Medium (Plateau),Medium,4.8663,6,66.3,Low,Telangana,7546351997.47,39551885053.44,1879,7,0,0,527,12,114.5,-3.2,3.2,1,0,0,10,2013-14,0,1.155,0
Chandigarh-Srinagar Transmission System 400kV Phase-I_05053,Transmission System (TBCB),8381611753.12739,11688899443.1308,39.4588509634717,1428,1302,-126,2021-10-15,2025-09-12,2025-05-09,400,52.7,6,Low (Desert),Low,0,14,68,Low,Odisha,5444917768.2,31549232590.81,1751,6.6,1,0,1665,28,98.7,-0.5,2.7,0,0,1,1,2021-22,76.65,1.097,0
Chandigarh-Pondicherry Transmission Line 400kV_05054,Transmission Line,4414332525.37184,6566106240.73664,48.7451659565123,433,458,25,2008-08-13,2009-10-20,2009-11-14,400,450.7,4,Moderate,High,47.9236,8,96.3,High,Meghalaya,4386075745.26,14629614749.58,1973,4.6,2,0,2607,53,110.7,7.9,2.5,0,1,0,3,2008-09,6.09,0.945,1
Kur0ol-Srinagar Transmission System 400kV Phase-III_05055,Transmission System (TBCB),8610853949.283,10937439522.1965,27.0192200055518,804,827,23,2020-01-06,2022-03-20,2022-04-12,400,243.7,13,Low (Plains),Low,0,11,61.7,Low,Chhattisgarh,6903542008.87,44761240240.56,2685,7.1,0,0,1101,6,105.1,11.3,1.7,0,0,0,1,2020-21,23.48,0.972,0
Siliguri-Vijayawada Transmission Line 765kV Phase-III_05056,Transmission Line,7550050898.75279,9378806843.27698,24.2217697476222,876,711,-165,2018-12-02,2021-04-26,2020-11-12,765,718.9,2,Low (Coastal),Low,0,8,61.4,Low,Uttar Pradesh,6333398238.82,28105024910.89,3000,7.1,0,1,1095,19,97,-1.3,2.6,0,0,0,3,2018-19,5.24,1.232,0
Dehradun-Jabalpur Transmission Line 220kV Phase-I_05057,Transmission Line,13348310452.1368,15459783674.5267,15.8182807476727,329,361,32,2017-10-22,2018-09-16,2018-10-18,220,317.4,3,Low (Coastal),Low,0,15,127.8,High,Uttar Pradesh,16893854969.95,58445398023.96,3000,7.2,0,1,644,19,108,4.4,3,1,1,1,8,2017-18,27.54,0.911,1
Haridwar-Durgapur Transmission System 220kV_05058,Transmission System (TBCB),11507106046.2339,13063568862.3534,13.5261012618277,1061,1227,166,2019-06-16,2022-05-12,2022-10-25,220,92.8,28,Low (Plain),Low,0,15,56.4,Low,Punjab,9425430529.86,52129805782.92,3000,8.1,2,1,635,6,108.2,-1.8,3.1,0,0,0,3,2019-20,70.84,0.865,0
Visakhapatnam-Pondicherry Transmission Line 220kV_05059,Transmission Line,5123078709.11657,6391671374.97499,24.7623106707485,407,944,537,2017-10-01,2018-11-12,2020-05-02,220,317.8,9,Low (Plain),Moderate,0,13,72.5,Moderate,Jammu & Kashmir,4322096452.98,16145693992.56,2231,4.1,2,0,362,15,109.8,0.3,3.4,0,0,1,3,2017-18,6.71,0.431,1
Hapur-Gurgaon Transmission System 132kV_05060,Transmission System (TBCB),717930091.799719,1437551037.22266,100.235517864836,483,558,75,2013-12-06,2015-04-03,2015-06-17,132,227.8,23,Medium (Undulating),Low,29.8789,4,37.2,Moderate,Bihar,493004637.57,1736179203.89,508,6.7,1,0,1445,31,99.2,-1.9,3.6,0,1,0,8,2013-14,1.22,0.866,1
Rural Development Project Panipat_05061,CSR - Rural Development,199217340.590638,554357304.097801,178.267595809806,374,197,-177,2021-07-18,2022-07-27,2022-01-31,220,0,0,Low (Plains),Moderate,0,6,23.6,Low,Madhya Pradesh,83358200.13,331601529.34,25,4.1,2,1,832,5,114.2,4.9,2.3,1,0,0,4,2021-22,0,1.898,1
Siliguri-Meerut Transmission Line 132kV Phase-III_05062,Transmission Line,3791191128.59917,5408136319.67332,42.6500573626213,411,285,-126,2014-03-15,2015-04-30,2014-12-25,132,475.5,5,Low (Urban),Medium,0,5,33.5,Moderate,Karnataka,2941033244.71,11801364685.99,1475,8.5,0,0,937,6,105,-2,2.3,0,0,1,1,2014-15,3,1.442,0
Thiruvananthapuram-Kolhapur Cross-Border Transmission Line 132kV_05063,Cross-Border Transmission Line,4310500399.1072,5946881058.55293,37.9626611282684,941,870,-71,2021-10-20,2024-05-18,2024-03-08,132,57.1,4,Low (Plains),Low,0,9,59.6,Low,Punjab,3661555431.26,14079728724.66,614,7.9,2,0,623,14,111.1,-4.6,2.5,0,0,1,4,2021-22,35.44,1.082,0
Amritsar-Ajmer Transmission System 765kV_05064,Transmission System,38735450122.2557,35767522119.692,-7.66204598938813,680,703,23,2020-10-14,2022-08-25,2022-09-17,765,1797.3,18,Low (Plains),Low,0,34,140.4,Moderate,Assam,50500630976.29,214741052614.11,3000,8.3,0,0,3090,28,103.6,-0.9,2.9,1,1,1,3,2020-21,13.62,0.967,0
Mysore-Dehradun Transmission System 765kV Phase-IV_05065,Transmission System,69498177650.7784,62482901574.8859,-10.094187089543,778,753,-25,2016-07-03,2018-08-20,2018-07-26,765,594.3,38,Low (Plains),High,0,40,143.4,Moderate,Eastern Region,98246333794.24,444641076938.04,3000,7.9,0,1,1002,7,100.3,8.8,2.6,1,1,1,3,2016-17,112.93,1.033,1
Ramgarh-Raipur Transmission Line 220kV_05066,Transmission Line,915480950.135688,1725328017.44377,88.4613783812816,327,750,423,2022-05-05,2023-03-28,2024-05-24,220,454.9,3,Medium (Plateau),Low,82.4876,13,58.4,Low,Bihar,439361075.34,2058629335.74,870,4.8,3,1,981,11,101,4.5,3.3,1,0,1,9,2022-23,0.61,0.436,1
Healthcare Project Kanpur_05067,CSR - Healthcare,74663276.4547428,232381504.975565,211.23936158417,183,887,704,2021-05-06,2021-11-05,2023-10-10,132,0,0,Low (Urban),Low,0,13,76.1,Medium,Assam,31460707.29,104420596.26,25,3.7,1,0,2909,41,103.3,2.8,3.5,0,0,1,3,2021-22,0,0.206,1
Warora 400kV GIS Substation_05068,Substation,9496887990.39925,12234743503.7261,28.8289755138174,484,515,31,2020-11-25,2022-03-24,2022-04-24,400,0,26,Low (Plain),High,0,8,68.9,Very High,Gujarat,6291145726.3,34298228205.79,2595,5.1,1,0,775,16,117.2,6.9,1.6,0,1,1,4,2020-21,0,0.94,1
Consultancy Allahabad_05069,Consultancy,12178762.8720762,49991697.6240035,310.482560085195,140,180,40,2013-06-12,2013-10-30,2013-12-09,132,15.9,6,Low (Plain),Moderate,0,12,83.6,Low,Jharkhand,5254751.41,33270143.11,29,7.7,2,1,782,17,119.4,5.1,2.2,1,1,0,4,2013-14,0.27,0.778,0
Bilaspur-Nashik HVDC Link_05070,HVDC Transmission Link,34670145479.3693,32642068545.345,-5.84963491206325,2181,2112,-69,2009-10-09,2015-09-29,2015-07-22,765,1544.5,5,Moderate (Hilly),Low,180.081,33,131.8,Moderate,Goa,42873643547.69,155946947811.36,3000,8.2,0,0,1056,18,118.5,-0.8,2.8,0,1,1,6,2009-10,14.71,1.033,0
Consultancy Bokaro_05071,Consultancy,221137678.367185,545279949.268633,146.579394924835,158,160,2,2010-08-12,2011-01-17,2011-01-19,765,346.7,0,High (Hilly),Moderate,101.4877,22,70.8,Low,Uttar Pradesh,66578116.76,383414158.6,714,7.5,1,0,614,14,99.2,7.7,2.1,0,1,0,6,2010-11,0.14,0.988,0
Consultancy Bokaro_05071,Consultancy,221137678.367185,545279949.268633,146.579394924835,158,160,2,2010-08-12,2011-01-17,2011-01-19,400,346.7,0,High (Hilly),Moderate,101.4877,22,70.8,Low,Uttar Pradesh,66578116.76,383414158.6,714,7.5,1,0,614,14,99.2,7.7,2.1,0,1,0,6,2010-11,0.14,0.988,0
Consultancy Bokaro_05071,Consultancy,221137678.367185,545279949.268633,146.579394924835,158,160,2,2010-08-12,2011-01-17,2011-01-19,220,346.7,0,High (Hilly),Moderate,101.4877,22,70.8,Low,Uttar Pradesh,66578116.76,383414158.6,714,7.5,1,0,614,14,99.2,7.7,2.1,0,1,0,6,2010-11,0.14,0.988,0
Education Project Gandhinagar_05072,CSR - Education,100982613.659384,286690510.60109,183.900861952437,245,158,-87,2023-08-26,2024-04-27,2024-01-31,765,0,0,Low (Desert),High,0,8,67.3,Very High,Assam,31411198.12,164018930.26,25,5.5,1,0,1882,32,112.6,3.3,3,1,1,0,10,2023-24,0,1.551,1
Kur0ol-Muzaffarpur Transmission System 765kV_05073,Transmission System,36844229375.1824,35175525047.8573,-4.52907919536794,1166,1148,-18,2017-08-22,2020-10-31,2020-10-13,765,2113.1,17,Low (Plain),High,0,31,142.3,Moderate,Southern Region,43419735530.71,202407087030.08,3000,9.4,2,1,1146,11,117.4,-9.9,2.2,0,1,1,2,2017-18,12.11,1.016,0
Warangal-Meerut Transmission System 765kV_05074,Transmission System (TBCB),52731988331.509,48877524105.211,-7.30953705380149,415,496,81,2016-05-17,2017-07-06,2017-09-25,765,235.2,8,Low (Coastal),Low,0,40,90.8,Moderate,Bihar,55117811533.38,275474465505.62,3000,6.9,1,1,1048,11,101.3,6.5,2.8,1,1,1,5,2016-17,155.91,0.837,0
Communication System Telangana_05075,Communication System,1108325970.11449,2166503107.36551,95.4752632153622,596,672,76,2013-12-11,2015-07-30,2015-10-14,400,236.1,0,Medium (Plateau),High,17.0709,11,39.9,Low,Telangana,498465667.26,2636312494.88,634,6.5,1,0,711,14,117.8,3.1,2.1,0,0,0,5,2013-14,1.64,0.887,1
Communication System Telangana_05075,Communication System,1108325970.11449,2166503107.36551,95.4752632153622,596,672,76,2013-12-11,2015-07-30,2015-10-14,220,236.1,0,Medium (Plateau),High,17.0709,11,39.9,Low,Telangana,498465667.26,2636312494.88,634,6.5,1,0,711,14,117.8,3.1,2.1,0,0,0,5,2013-14,1.64,0.887,1
Aligarh-Kolkata Transmission Line 400kV Phase-II_05076,Transmission Line,12037056859.7572,14513509065.1091,20.5735690559985,831,978,147,2022-01-24,2024-05-04,2024-09-28,400,155.8,6,Low (Desert),Medium,0,14,61.4,Low,Kerala,10068219955.8,48441504743.05,3000,8.1,2,0,2650,26,105.1,4.2,2.5,0,0,0,4,2022-23,42.24,0.85,0
Gwalior-Neemuch HVDC Link_05077,HVDC Transmission Link,26771298905.8562,26105114778.7688,-2.48842661474919,2137,2521,384,2014-05-06,2020-03-12,2021-03-31,400,718.3,7,Medium (Plateau),Low,117.2101,30,179.9,High,Ladakh,25828161114.87,123338217350.9,3000,3.1,2,0,119,9,119.9,3.9,2.4,1,1,1,1,2014-15,22.27,0.848,1
Tiruchirappalli-Hapur Transmission Line 400kV_05078,Transmission Line (D/C),19537375822.1957,19925107847.6617,1.98456552709318,705,750,45,2016-07-11,2018-06-16,2018-07-31,400,292.7,11,Low (Plains),Low,0,19,106.3,Medium,Telangana,23427884545.08,96255752396.99,3000,7.3,2,0,825,17,97.4,2.3,2.7,0,1,1,3,2016-17,46.41,0.94,0
Ludhiana 400kV GIS Substation_05079,Substation,10003782999.0759,12424238861.0459,24.1954055000362,872,850,-22,2019-03-25,2021-08-13,2021-07-22,400,0,30,Low (Plains),Moderate,0,14,89.3,Moderate,Karnataka,10611492676.93,37494885452.01,3000,6.7,1,1,1165,5,118.9,0.6,2.2,1,1,0,5,2019-20,0,1.026,1
Jamnagar-Bikaner Transmission Line 765kV_05080,Transmission Line,5946844255.30648,8157797914.59123,37.1786037159434,314,327,13,2024-03-04,2025-01-12,2025-01-25,765,125.5,4,Medium (Undulating),Moderate,29.3731,7,62.4,Low,Rajasthan,6295758785.88,25858701747.84,2469,8,2,0,389,19,111.2,-0.2,2,0,1,0,8,2024-25,29.03,0.96,0
Solar Generation Vadodara_05081,Solar Generation,948660198.892927,1759641979.20725,85.4870670510608,421,443,22,2008-07-21,2009-09-15,2009-10-07,400,257.9,7,Moderate (Hilly),Low,45.4654,8,69.7,Moderate,Himachal Pradesh,402436380.67,2276741122.36,431,5.2,0,1,1026,10,95,8.6,4,1,0,1,2,2008-09,1.55,0.95,1
Solar Generation Vadodara_05081,Solar Generation,948660198.892927,1759641979.20725,85.4870670510608,421,443,22,2008-07-21,2009-09-15,2009-10-07,220,257.9,7,Moderate (Hilly),Low,45.4654,8,69.7,Moderate,Himachal Pradesh,402436380.67,2276741122.36,431,5.2,0,1,1026,10,95,8.6,4,1,0,1,2,2008-09,1.55,0.95,1
